id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,hemodialyse,dialyse_peritoneale,nb_postes_dialyse,seances_par_semaine,consultation_nephrologue,urgences_renales,prise_en_charge_cnps,prise_en_charge_minsante,horaires,Categorie,type_hopital,couveuses,bloc_operatoire,urgences_24h,maternite,radiographie,echographie,scanner,irm,mammographie,doppler,analyses_courantes,bilan_complet,bacteriologie,serologie,pcr_covid_paludisme,prelevement_domicile,resultat_en_ligne,agree_minsante,phytotherapie,acupuncture,massage_therapeutique,traitement_paludisme,traitement_diabete,traitement_hypertension,plante_principale,consultation_generale,chirurgie_oculaire,correction_visuelle,vente_lunettes,traitement_cataracte,traitement_glaucome,laser_vision,pharmacie_de_garde,type_garde,livraison_domicile,parapharmacie,materiel_medical,kinesitherapie,reeducation_post_op,reeducation_neurologique,reeducation_pediatrique,osteopathie,appareillage_orthopedique,seances_domicile,type_centre,vaccination_enfants,vaccination_adultes,suivi_grossesse,planning_familial,consultation_nourrissons,vaccins_disponibles,carnet_sante_numerique,search_text
OPH0004,Cabinet Ophtalmologique Mbarga,Yaoundé,Yaoundé VI,Ekounou,3.915351,11.489102,+237 650 202 865,mbarga@hotmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Mbarga Ekounou
OPH0005,Clinique Ophtalmologique de Ndog-Passi III,Douala,Douala I,Ndog-Passi III,3.984647,9.714386,+237 654 859 495,ndog-passiiii@hotmail.com,,,,,,,,,Lun–Dim 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Ndog-Passi III Ndog-Passi III
OPH0006,Ophtalmologie Providence,Yaoundé,Yaoundé VII,Nkomo,3.939628,11.531482,+237 693 362 522,ophtalmologiep@hotmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Ophtalmologie Providence Nkomo
OPH0007,Centre Ophtalmologique Saint-Michel,Douala,Douala VI,Ndogpassi,3.990315,9.75777,+237 699 746 942,michel@ophta.cm,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Michel Ndogpassi
OPH0008,Centre de la Vision Ateba,Yaoundé,Yaoundé II,Mimboman,3.848455,11.539753,+237 242 075 909,visionateba@gmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Ateba Mimboman
OPH0009,Clinique des Yeux de PK8,Douala,Douala III,PK12,4.011633,9.783741,+237 242 770 571,desyeuxpk8@hotmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de PK8 PK12
OPH0010,Cabinet Ophtalmologique Nkoa,Yaoundé,Yaoundé I,Biyem-Assi,3.829768,11.567457,+237 696 033 399,nkoa@ophta.cm,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Nkoa Biyem-Assi
OPH0011,Clinique Ophtalmologique de Ndogbong,Douala,Douala V,Ndogbong,4.061308,9.637627,+237 693 613 306,ndogbong@gmail.com,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Non,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Ndogbong Ndogbong
OPH0012,Clinique des Yeux de Bali,Douala,Douala II,Bali,4.127827,9.714472,+237 677 129 642,desyeuxbali@hotmail.com,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Bali Bali
OPH0013,Centre Ophtalmologique Saint-Bernadette,Douala,Douala IV,Sodiko,4.002248,9.728175,+237 692 272 219,bernadette@ophta.cm,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Bernadette Sodiko
OPH0014,Clinique des Yeux de Boko,Douala,Douala IV,Deido,4.059473,9.719113,+237 699 475 513,desyeuxboko@ophta.cm,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Non,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Boko Deido
OPH0015,Centre Ophtalmologique Saint-Élisabeth,Douala,Douala I,Bepanda,4.023289,9.685506,+237 653 330 705,élisabeth@ophta.cm,,,,,,,,,Lun–Sam 07h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Élisabeth Bepanda
OPH0016,Clinique Ophtalmologique de Madagascar,Yaoundé,Yaoundé I,Simbock,3.871573,11.555212,+237 690 658 835,madagascar@hotmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Madagascar Simbock
OPH0017,Clinique des Yeux de Cité des Palmiers,Douala,Douala III,Soboum,4.102339,9.721614,+237 692 396 651,desyeuxcitédes@yahoo.fr,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Oui,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Cité des Palmiers Soboum
OPH0018,Clinique Ophtalmologique de Nkongmondo,Douala,Douala V,Nkongmondo,4.039304,9.758039,+237 242 786 389,nkongmondo@hotmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Nkongmondo Nkongmondo
OPH0019,Clinique des Yeux de Ekounou,Yaoundé,Yaoundé VI,Ahala,3.794262,11.565759,+237 692 230 888,desyeuxekounou@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Ekounou Ahala
OPH0020,Centre de la Vision Mbarga,Yaoundé,Yaoundé VI,Nkomo,3.826021,11.588872,+237 653 880 858,visionmbarga@gmail.com,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Mbarga Nkomo
OPH0021,Cabinet Ophtalmologique Bello,Yaoundé,Yaoundé VII,Biteng,3.765341,11.558073,+237 695 775 542,bello@ophta.cm,,,,,,,,,Lun–Sam 07h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Bello Biteng
OPH0022,Clinique Ophtalmologique de Nlongkak,Yaoundé,Yaoundé III,Nlongkak,3.889014,11.549193,+237 695 698 098,nlongkak@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Nlongkak Nlongkak
OPH0023,Centre Ophtalmologique Saint-Marie,Douala,Douala V,Mbanya,4.053378,9.73347,+237 696 700 596,marie@hotmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Marie Mbanya
OPH0024,Centre Ophtalmologique Saint-François,Douala,Douala VI,Bassa,4.078722,9.712809,+237 243 280 788,françois@gmail.com,,,,,,,,,Lun–Dim 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-François Bassa
OPH0025,Clinique Ophtalmologique de Soboum,Douala,Douala I,Bali,4.001335,9.68517,+237 655 650 504,soboum@yahoo.fr,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Soboum Bali
OPH0026,Clinique Ophtalmologique de Efoulan,Yaoundé,Yaoundé III,Etoudi,3.873209,11.605952,+237 654 887 290,efoulan@hotmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Efoulan Etoudi
OPH0027,Clinique des Yeux de PK12,Douala,Douala III,PK8,4.031827,9.77152,+237 651 110 821,desyeuxpk12@yahoo.fr,,,,,,,,,Lun–Dim 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de PK12 PK8
OPH0028,Clinique des Yeux de Ndogpassi,Douala,Douala III,Logbessou,4.007956,9.75963,+237 233 766 619,desyeuxndogpas@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Ndogpassi Logbessou
OPH0029,Ophtalmologie Avenir,Douala,Douala V,Boko,4.043496,9.725821,+237 694 737 877,ophtalmologiea@hotmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Ophtalmologie Avenir Boko
OPH0030,Clinique Ophtalmologique de Logbessou,Douala,Douala V,Logbessou,4.035471,9.764505,+237 692 312 607,logbessou@gmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Logbessou Logbessou
OPH0031,Clinique Ophtalmologique de Japoma,Douala,Douala I,New Bell,3.996283,9.69419,+237 222 816 697,japoma@gmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Japoma New Bell
OPH0032,Clinique des Yeux de Japoma,Douala,Douala IV,Japoma,4.012604,9.73132,+237 693 371 501,desyeuxjapoma@hotmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Japoma Japoma
OPH0033,Centre de la Vision Bikié,Douala,Douala II,Cité des Palmiers,4.114267,9.69095,+237 693 598 985,visionbikié@hotmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Bikié Cité des Palmiers
OPH0034,Clinique des Yeux de Ndogpassi,Douala,Douala I,Bangue,4.058059,9.643218,+237 654 127 544,desyeuxndogpas@hotmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Ndogpassi Bangue
OPH0035,Clinique Ophtalmologique de Mbanya,Douala,Douala IV,PK12,3.963675,9.713959,+237 233 601 540,mbanya@gmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Mbanya PK12
OPH0036,Clinique Ophtalmologique de New Bell,Douala,Douala V,Kotto,4.082132,9.670333,+237 243 808 694,newbell@hotmail.com,,,,,,,,,Lun–Dim 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Non,Non,Oui,Non,Oui,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de New Bell Kotto
OPH0037,Cabinet Ophtalmologique Fouda,Yaoundé,Yaoundé III,Mvog-Beti,3.88971,11.41119,+237 695 083 758,fouda@yahoo.fr,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Non,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Fouda Mvog-Beti
OPH0038,Clinique des Yeux de Ndog-Bong,Douala,Douala V,Bangue,4.091484,9.739449,+237 679 539 862,desyeuxndog-bo@ophta.cm,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Ndog-Bong Bangue
OPH0039,Clinique Ophtalmologique de Ekounou,Yaoundé,Yaoundé VII,Ekounou,3.886833,11.528515,+237 678 310 522,ekounou@ophta.cm,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Ekounou Ekounou
OPH0040,Centre Ophtalmologique Saint-Louis,Yaoundé,Yaoundé I,Omnisports,3.895382,11.573168,+237 695 265 243,louis@hotmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Louis Omnisports
OPH0041,Cabinet Ophtalmologique Biyiti,Yaoundé,Yaoundé I,Bastos,3.914453,11.567972,+237 690 631 480,biyiti@gmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Non,Oui,Non,Oui,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Biyiti Bastos
OPH0042,Clinique des Yeux de Nkongmondo,Douala,Douala V,Nkongmondo,4.091033,9.737645,+237 653 721 347,desyeuxnkongmo@ophta.cm,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Nkongmondo Nkongmondo
OPH0043,Centre Ophtalmologique Saint-Louis,Douala,Douala V,Bessengue,4.07487,9.711075,+237 690 886 574,louis@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Non,Non,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Louis Bessengue
OPH0044,Clinique des Yeux de Nkoabang,Yaoundé,Yaoundé I,Nkol-Eton,3.785099,11.535074,+237 653 977 303,desyeuxnkoaban@hotmail.com,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Nkoabang Nkol-Eton
OPH0045,Centre de la Vision Hamadou,Yaoundé,Yaoundé V,Étoa-Meki,3.828407,11.445474,+237 696 331 769,visionhamadou@yahoo.fr,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Hamadou Étoa-Meki
OPH0046,Ophtalmologie Providence,Douala,Douala VI,Boko,4.065336,9.69543,+237 695 298 183,ophtalmologiep@hotmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Ophtalmologie Providence Boko
OPH0047,Centre de la Vision Elong,Yaoundé,Yaoundé I,Nkolbisson,3.862629,11.585617,+237 699 126 644,visionelong@ophta.cm,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Elong Nkolbisson
OPH0048,Cabinet Ophtalmologique Djoumbi,Douala,Douala IV,Deido,4.036391,9.73956,+237 652 950 007,djoumbi@gmail.com,,,,,,,,,Lun–Dim 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Djoumbi Deido
OPH0049,Clinique des Yeux de Nkol-Eton,Yaoundé,Yaoundé I,Cité Verte,3.917352,11.436611,+237 678 713 228,desyeuxnkol-et@ophta.cm,,,,,,,,,Lun–Dim 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Nkol-Eton Cité Verte
OPH0050,Clinique Ophtalmologique de Mbanya,Douala,Douala III,Nzeng-Ayong,4.012131,9.658789,+237 243 413 980,mbanya@yahoo.fr,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Non,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Mbanya Nzeng-Ayong
OPH0051,Centre Ophtalmologique Saint-Thérèse,Yaoundé,Yaoundé VII,Biteng,3.877259,11.492679,+237 691 743 720,thérèse@ophta.cm,,,,,,,,,Lun–Sam 08h00–17h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Non,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Thérèse Biteng
OPH0052,Clinique des Yeux de Briqueterie,Yaoundé,Yaoundé V,Mendong,3.813411,11.558169,+237 222 504 188,desyeuxbriquet@hotmail.com,,,,,,,,,7j/7 — 08h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Briqueterie Mendong
OPH0053,Centre de la Vision Fouda,Yaoundé,Yaoundé V,Nkolbisson,3.798211,11.431055,+237 690 439 952,visionfouda@hotmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Fouda Nkolbisson
OPH0054,Clinique des Yeux de PK10,Douala,Douala IV,Bassa,4.073534,9.784454,+237 695 088 703,desyeuxpk10@gmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de PK10 Bassa
OPH0055,Centre de la Vision Owona,Yaoundé,Yaoundé IV,Elig-Essono,3.881613,11.398215,+237 692 230 791,visionowona@gmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Owona Elig-Essono
OPH0056,Cabinet Ophtalmologique Mvogo,Yaoundé,Yaoundé II,Obili,3.863924,11.521866,+237 677 208 949,mvogo@gmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Mvogo Obili
OPH0057,Clinique des Yeux de Odza,Yaoundé,Yaoundé V,Odza,3.830567,11.496605,+237 696 397 568,desyeuxodza@gmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Odza Odza
OPH0058,Clinique Ophtalmologique de Akwa,Douala,Douala II,Makepe,4.111565,9.751812,+237 655 890 566,akwa@gmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Akwa Makepe
OPH0059,Clinique Ophtalmologique de Mendong,Yaoundé,Yaoundé III,Ahala,3.841998,11.497363,+237 691 767 401,mendong@yahoo.fr,,,,,,,,,Lun–Sam 07h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Mendong Ahala
OPH0060,Clinique Ophtalmologique de Mimboman,Yaoundé,Yaoundé I,Mimboman,3.917746,11.4735,+237 697 207 077,mimboman@yahoo.fr,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Mimboman Mimboman
OPH0061,Clinique des Yeux de Bonapriso,Douala,Douala VI,Boko,4.096935,9.712324,+237 679 651 555,desyeuxbonapri@gmail.com,,,,,,,,,Lun–Dim 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Non,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Bonapriso Boko
OPH0062,Ophtalmologie Bonheur,Yaoundé,Yaoundé VII,Djoungolo,3.793789,11.4763,+237 222 131 654,ophtalmologieb@gmail.com,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Ophtalmologie Bonheur Djoungolo
OPH0063,Centre de la Vision Mvogo,Douala,Douala V,Bonapriso,4.030137,9.625071,+237 693 169 303,visionmvogo@gmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Centre de la Vision Mvogo Bonapriso
OPH0064,Ophtalmologie Secours,Yaoundé,Yaoundé II,Essos,3.91239,11.476887,+237 679 997 130,ophtalmologies@ophta.cm,,,,,,,,,Lun–Ven 08h00–18h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Ophtalmologie Secours Essos
OPH0065,Centre Ophtalmologique Saint-Joseph,Yaoundé,Yaoundé IV,Madagascar,3.786006,11.467196,+237 693 748 302,joseph@hotmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Joseph Madagascar
OPH0066,Centre Ophtalmologique Saint-Damien,Yaoundé,Yaoundé V,Mimboman,3.755948,11.505662,+237 677 865 523,damien@gmail.com,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Centre Ophtalmologique Saint-Damien Mimboman
OPH0067,Clinique des Yeux de Akwa,Douala,Douala I,Akwa,3.977405,9.674192,+237 690 291 865,desyeuxakwa@hotmail.com,,,,,,,,,Lun–Sam 08h30–18h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Oui,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,Clinique des Yeux de Akwa Akwa
OPH0068,Cabinet Ophtalmologique Ekani,Yaoundé,Yaoundé IV,Obili,3.763877,11.486924,+237 242 244 386,ekani@yahoo.fr,,,,,,,,,Lun–Sam 07h30–19h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Ekani Obili
OPH0069,Clinique Ophtalmologique de Bonaberi,Douala,Douala I,Bepanda,4.073086,9.70193,+237 696 283 005,bonaberi@gmail.com,,,,,,,,,Lun–Ven 07h30–17h30,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Non,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de Bonaberi Bepanda
OPH0070,Clinique Ophtalmologique de PK10,Douala,Douala I,Youpwé,4.10866,9.662137,+237 694 125 150,pk10@gmail.com,,,,,,,,,Lun–Sam 07h00–20h00,Ophtalmologie,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,Clinique Ophtalmologique de PK10 Youpwé
